基本信息,简历名称怎么写最好,建议格式“简历_姓名_岗位名称_公司名称”，比如“简历_陈晓青_战投分析师_金沙江创投”，英文简历名称格式，比如"Resume_Xiaoqing Chen_Strategic Investment Analyst_Jinshajiang"
基本信息,没写英名文字要新取一个嘛,如果要投递非中国地区的岗位，或者中国地区的外资企业，需要英文版本简历，建议取一个英文名字，沟通起来会更加方便，但不是必须的
基本信息,如何填写邮箱,建议使用hotmail、outlook邮箱，作为工作邮箱，邮箱名字，正式一点的，比如 xiaoqing.career@hotmail.com，或者xiaoqing2017@outlook.com；QQ等邮箱作为日常生活的个人邮箱
基本信息,电话号码一定要写嘛,电话号码，一定要写，而且要写手机号，用人单位，一般会用电话、短信、邮件，与意向候选人初步联系，或者更新招聘流程进展；如果投递非中国地区的岗位，一定要使用改国家（地区）的手机号
基本信息,是否需要写身高、体重、年龄、婚姻状况,除非用人单位，明确要求（非常少见），或者是特定的岗位，比如模特、运动员等等，一般不需要写明身高、体重、年龄、婚姻等信息
基本信息,简历上应该写地址嘛,简历上需要写地址，一般来说，具体到城市，或者小区，就可以了，不需要具体到街道、楼栋、门牌号；用人单位，一般倾向于，招聘同一城市的候选人，因为外地的候选人，因为搬家，可能给工作岗位带来一定的不稳定性
基本信息,政治面貌如何填写,如果是报考公务员等，政府、机关单位相关的岗位，可能需要写明政治面貌；除此之外，一般来说，简历上不需要写明
基本信息,简历上要写身份证号码码？,身份证号，需要非常重要的个人信息，不要写在简历上；一般进行背景调查，或者入职之后，可能需要这类个人信息，进行核对身份；在招聘过程中，对索要身份证信息、银行账户信息的情况，要谨防欺诈
,,
,,
教育背景,GPA一定要写嘛,一般来说，简历的目的，是拿到面试，尽量展示自身资质中的亮点，如果GPA比较高，比如3.5/4，从侧面说明，学习能力比较好，作为亮点，可以写在简历上，如果GPA低于2.0/4，不建议写
教育背景,成绩是百分比怎么写比较好,建议改成 GPA 的格式，可以参考 College Board 的网站 How to Convert Your GPA to a 4.0 Scale，如果是英国成绩的话，直接写 AVG 或者 平均成绩，有 Merit 或者 Distinction 也可以不写成绩，直接写 优等学位 Merit 或 一等成绩 Distinction。
教育背景,如果还没毕业，教育经历的结束时间应该怎么写？,可以写预计毕业时间，比如“09/2016-06/2020 （预期）“
教育背景,学校在小城市，在简历上怎么写?,如实写明城市即可，很多”小城市“里面，藏着”大学校“，比如剑桥很小，剑桥大学是世界顶级学府
教育背景,高中教育经历需要写吗？,如果有大学的教育背景，无论是找实习，还是找全职工作，建议写大学及以上的教育背景；如果没有大学教育背景，或者高中在读，可以写高中的教育背景
教育背景,哪些相关课程值得写？,一般来说，简历因为空间有限，HR阅读简历不超过10秒，所以简历只写最相关信息；大学的专业，基本指明了候选人的课程，所以通常不需要再写上过的课程，除非非常特殊的专业
教育背景,上学时如果有过交流经验要不要写？,如果是与所投岗位相关的经历，或者非常知名的单位、学校的交流经历，是可以写的，要写出自己的所学、所得，以及成就
教育背景,哪些荣誉奖项值得写？,国际性、国家高水平，或者含金量很高的专业奖项，比如”国家奖学金“，”数学建模竞赛“一等奖，ACM 国际编程大赛特等奖；同样也看岗位的要求，比如是销售岗，那么辩论赛、演讲赛的奖项，就是加分项
教育背景,培训经历可以写在教育经历中吗？,认可度高的培训经历，比如Cousera、Udemy在国外的认可度，就比较高，可以写在简历上
,,
,,
工作/实习经历,公司不知名需要写公司介绍吗？,
工作/实习经历,项目制的工作经历应该怎么写？,
工作/实习经历,非项目制的工作经历怎么写？,
工作/实习经历,有一段时间没工作应该怎么写？,
工作/实习经历,如果某一段工作经历时间太短怎么写？,
工作/实习经历,如果不方便透露客户名或项目细节怎么办？,
工作/实习经历,工作经历与申请职位无关需要填写吗？,
工作/实习经历,我的工作很难数据化怎么办？,
工作/实习经历,实习经历应该写在工作经历内还是在其他部分填写？,
工作/实习经历,我参加了一个带有实习性质的活动，应该写在活动部分还是工作部分？,
工作/实习经历,在同一公司不同部门工作过怎么写？,
工作/实习经历,在同一公司相同部门升职过怎么写？,
工作/实习经历,我想把之前公司的 logo 放在简历上可以吗？,
工作/实习经历,培训经历可以写在工作经历中吗？,
,,
,,
志愿者经历,如何描述在某个组织的经历？,
志愿者经历,需要写组织/活动介绍吗？,
志愿者经历,什么样的活动经历值得写在简历上？,
志愿者经历,没有任何组织经历怎么办？,
志愿者经历,我参加了一个带有实习性质的活动，应该写在活动部分还是工作部分？,
,,
,,
专业项目经历,项目经历包括哪些？,
专业项目经历,需要写项目介绍吗？,
专业项目经历,项目经历该怎么写？,
专业项目经历,什么样的简历要写研究经历？,
专业项目经历,写研究经历有什么注意事项？,
专业项目经历,如果发行过出版物，应该怎么展示？,
,,
,,
,,
,,
技能证书,哪些技能应该写入简历中？,
技能证书,哪些证书、培训应该写入简历中？,
技能证书,培训应该怎么写？,
技能证书,基础类的证书（CET4）等需要写在简历里吗？,
技能证书,语言程度应该怎么描述？,
技能证书,活动已经在“非工作经历”中写了？这里还要写一次吗？,
技能证书,哪些兴趣爱好可以写入简历中？,
,,
,,
简历照片,简历上是否应该放照片？,
简历照片,简历上的照片应该是什么样的？,
,,
,,
个人总结,到底应不应该写个人总结/自我评价?,
个人总结,如何写好个人总结？,
个人总结,个人总结需要注意哪些细节？,
,,
,,
,,
,,
排版格式,简历一定要一页纸吗？,
排版格式,简历上是否应该放照片？,
排版格式,什么样的照片适合放在简历上？,
排版格式,我是艺术类专业的，可以直接把作品作为背景插入简历吗？,
,,
,,
简历名称,简历名称和邮件标题怎么写？,
